3.5 |BT| (ROOT (S (ADVP (RB (just)))(VP (VBD (get)))(NP (DT (a))(NN (shot))))(S (SBAR (RB (=[)))(NP (PRP (it)))(VP (VBD (hurt))))(S (NP (DT (the))(NN (lady)))(VP (VBD (say)))(NP (PRP$ (my))(NN (muscle)))(VP (VBD (start))(TO (to))(VB (spasm)))(NP (NN (haha))))) |ET|
2.25 |BT| (ROOT (S (NP (PRP (i)))(VP (VBP (have)))(NP (CD (three))(NN (library))(NN (cards.how))(JJ (many)))(VP (VBP (do)))(NP (PRP (you)))(VP (VB (have))))(S (NP (VB (that)))(NP (WP (what)))(NP (PRP (i)))(VP (VBD (think))))) |ET|
5.0 |BT| (ROOT (S (NP (NNP (youth))(NNP (convention))))(S (VP (VB (get)))(NP (JJ (ready))(NN (wired)))(PP (IN (for)))(NP (DT (a))(VBN (bless))(NN (time)))(NP (NN (tonight))(CC (and))(NN (tomorrow))))(S (VP (VB (come)))(PP (TO (to)))(NP (NN (convention)))(VP (VBG (expect)))(NP (NNP (god)))(VP (TO (to))(VB (change)))(NP (PRP (you))))) |ET|
4.25 |BT| (ROOT (S (VP (VBG (scream)))(NP (DT (the))(NNS (lyric)))(PP (TO (to)))(NP (NNP (green))(NNP (day)))(VP (VBG (be)))(NP (DT (a))(NN (punk))(NN (rock))(VBP (emo))(JJ (rebel))(NN (demon))))(S (NP (NNP (:d))(NNP (life)))(VP (VBZ (be)))(ADJP (VBN (goooood))))) |ET|
5.0 |BT| (ROOT (S (VP (VBG (go)))(UCP (TO (to)))(VP (VB (see)))(NP (NN (potter))))) |ET|
3.5 |BT| (ROOT (S (NP (RB (dear))(VBD (ib)))(VP (VB (please))(VB (go)))(ADVP (RP (away))))(S (VP (VB (thank)))(NP (PRP (you)))(ADVP (RB (kindly))))) |ET|
3.25 |BT| (ROOT (S (NP (PRP (you)))(VP (VBP (open)))(NP (CD (one))(NN (pack)))(PP (IN (of)))(NP (NN (gum)))(NP (RB (suddenly))(NN (everybody)))(VP (VBZ (become)))(NP (PRP$ (you))(NN (friend))))) |ET|
4.15 |BT| (ROOT (S (SBAR (IN (if)))(NP (WDT (that)))(VP (VBD (be)))(NP (DT (a))(NN (epic))(NN (leg))(NN (session)))(NP (PRP (i)))(VP (VBP (do))(RB (not))(VB (know)))(NP (WP (what)))(VP (VBZ (be))))) |ET|
4.0 |BT| (ROOT (S (NP (NNS (thing)))(VP (VBP (be)))(NP (WP (what)))(NP (PRP (they)))(VP (VBD (use))(TO (to))(VB (be))(VBG (miss)))(NP (CD (one)))(PP (NN (inside)))(PP (IN (of)))(NP (PRP (i))))) |ET|
3.0 |BT| (ROOT (S (VP (VB (gon))(TO (na))(VB (sit)))(PP (IN (at)))(NP (NN (home))(CC (and))(NN (semus))(VB (relax))))(S (ADVP (RB (possibly)))(VP (VB (go))(TO (to))(NN (gym))(CC (or)))(NP (NN (something)))(UCP (NN (idk))))) |ET|
2.75 |BT| (ROOT (S (NP (DT (a))(JJ (great))(NN (day)))(PP (IN (with)))(NP (PRP$ (my))(NN (son))(NN (thrift))(NN (store))(NN (shopping)))(NP (PRP (i)))(VP (VBD (find)))(NP (NNS (treasure))))) |ET|
4.5 |BT| (ROOT (S (ADVP (RB (just)))(NP (VBZ (forget)))(ADVP (RB (sometimes)))(VP (VBZ (need))(TO (to))(VB (show)))(NP (DT (a))(NN (bit))(JJR (more))(NN (appreciation))))) |ET|
3.5 |BT| (ROOT (S (NP (NN (emma))(NNS (rodger)))(VP (VBZ (have))(RB (just))(VBD (fall)))(PP (IN (of)))(NP (PRP$ (she))(NN (chair))(CC (and))(FW (i))(NNP (didnt))(NNP (miss))(NNP (it)))(NP (NNP (d))))) |ET|
2.0 |BT| (ROOT (S (NP (NNP (goals)))(VP (VBZ (give)))(NP (PRP (you)))(NP (DT (a))(NN (sense)))(VP (TO (to))(VB (perform)))(ADVP (RB (now))(RB (rather)))(PP (IN (than)))(NP (JJ (procrastinating!hehe)))(NP (JJ (cpy))(JJ (frm))(JJ (elaine))(NN (ng))))) |ET|
2.65 |BT| (ROOT (S (VP (VBZ (want)))(PP (TO (to)))(NP (VB (know)))(SBAR (IN (if)))(NP (PRP (you)))(VP (MD (can))(VB (dl)))(NP (JJ (maths)))(PP (JJ (past)))(NP (NN (year))(NNS (papers)))(PP (IN (from)))(NP (NN (cmo))))(S (NP (NNP (cos))(DT (the))(SYM (f))(JJ (**))(NN (king))(NN (thing)))(VP (VBZ (be))(RB (not))(VBG (allow)))(NP (PRP (i)))(VP (TO (to))))) |ET|
3.75 |BT| (ROOT (S (NP (JJ (happy))(NNP (new))(NNS (year)))(PP (TO (to)))(NP (PDT (all))(PRP$ (my))(NNS (friend)))(PP (IN (on)))(NP (NNP (fb))))) |ET|
3.25 |BT| (ROOT (S (NP (NNP (doesnt)))(VP (VBP (know)))(NP (WP (what)))(VP (TO (to))(VB (do))))) |ET|
2.25 |BT| (ROOT (S (NP (WP (what)))(VP (VBZ (be)))(NP (NN (creativity))))) |ET|
3.65 |BT| (ROOT (S (NP (NNP (national))(NN (honor))(NNP (society))(NN (induction))))) |ET|
3.55 |BT| (ROOT (S (NP (FW (i))(VBZ (<))(CD (3)))(NP (DT (this))(NN (weather))(NN (thunder))))(S (ADVP (RB (simply))(JJ (lovely))))) |ET|
4.0 |BT| (ROOT (S (VP (VBZ (have)))(NP (VBN (have))(DT (a))(JJ (brilliant))(NN (afternoon)))(NP (NNS (thanks))(NNP (sue))(CC (and))(NNS (friend)))(NP (NNP (vicky)))(PP (IN (for)))(NP (DT (the))(JJ (cooking))(NN (xx))))) |ET|
4.0 |BT| (ROOT (S (NP (NNP (te))(NNP (deum)))(NP (PRP (i)))(VP (VBP (loathe)))(NP (JJ (thee))))(S (NP (PRP (i)))(VP (MD ('ll))(VB (like)))(NP (PRP (you)))(PP (IN (after)))(NP (NNP (wednesday))))) |ET|
3.6 |BT| (ROOT (S (VP (VBZ (be)))(PP (IN (in)))(NP (JJ (good))(NN (company))))) |ET|
4.5 |BT| (ROOT (S (NP (PRP (i)))(VP (VBP (be))(VBG (work)))(PP (IN (on)))(VP (VBG (make)))(NP (DT (some))(JJ (new))(NN (spin))(CC (and))(NN (boot))(NN (camp))(NN (class)))(VP (NN (cd)))(NP (POS ('s))))(S (NP (DT (any))(NNS (recommendation))))(S (NP (WP (what)))(VP (VBP (be)))(NP (PRP$ (you))(JJ (favorite))(NNS (song)))(ADVP (RB (right))(RB (now))))) |ET|
3.5 |BT| (ROOT (S (NP (NNP (holy))(VBD (shit))))(S (NP (DT (the))(NN (sun))))) |ET|
3.69 |BT| (ROOT (S (ADVP (WRB (why)))(VP (VBZ (be))(VBG (streak)))(NP (RB (so))(JJ (much))(NN (fun))))) |ET|
3.0 |BT| (ROOT (S (PP (IN (by)))(NP (NNP (sunday)))(NP (PRP (i)))(VP (MD ('ll))(VB (be)))(PP (IN (in)))(NP (NNS (arkansa)))(NP (NNP (d))))) |ET|
4.75 |BT| (ROOT (S (NP (DT (the))(NN (ability)))(VP (TO (to))(VB (stop.reflect))(CC (and))(VB (go)))(NP (`` ("))(JJ (wow))('' (")))(VP (VBZ (be)))(NP (DT (a))(JJ (wise))(NN (characteristic.wow))))(S (NP (VBP (im)))(ADVP (RB (so))(JJ (fortunate))))) |ET|
3.6 |BT| (ROOT (S (NP (PRP (we)))(VP (VBP (have)))(NP (DT (the))(NN (right)))(VP (TO (to))(VB (lie)))(PP (IN (about)))(NP (DT (the))(NN (heart)))(PP (IN (of)))(NP (DT (the))(NN (matter))))) |ET|
2.25 |BT| (ROOT (S (VP (VBZ (be)))(PP (IN (like)))(NP (DT (this))(CC (and))(IN (like))(DT (that)))(PP (CC (and)))(PP (IN (like)))(NP (DT (this))(CC (and))(NN (a.))))) |ET|
3.5 |BT| (ROOT (S (VP (VBG (wonder)))(ADVP (WRB (why)))(NP (NN (everyone)))(VP (VBZ (have)))(NP (NNS (color)))(PP (IN (as)))(NP (PRP$ (they))(NN (status))))(S (NP (MD (will))(NN (someone)))(VP (VB (please))(VB (explain)))(NP (DT (this)))(PP (TO (to)))(NP (PRP (i))))) |ET|
2.5 |BT| (ROOT (S (NP (NNP (epic))(NNP (battle))(NNP (fantasy))(CD (3)))(NP (DT (the))(NN (reason)))(ADVP (WRB (why)))(NP (PRP (i)))(VP (VBP (be))(RB (not))(VBD (finish)))(PP (IN (with)))(NP (PRP$ (my))(NNP (world))(NN (history))(NN (paper))))) |ET|
2.9 |BT| (ROOT (S (ADVP (RB (almost)))(NP (NNP (friday))))(S (ADVP (JJ (:d)))(NP (PRP (i)))(VP (VBP (<)))(NP (CD (3))(NNP (matthew))(NNS (]))))) |ET|
3.5 |BT| (ROOT (S (NP (VB (dinner)))(PP (IN (with)))(NP (DT (the))(NN (wife))(NNP (:})))(UCP (NNP (kisses))))) |ET|
1.5 |BT| (ROOT (S (PP (IN (at)))(NP (DT (the))(NN (edge)))(PP (IN (of)))(NP (DT (the))(NN (world)))(PP (IN (by)))(NP (NNP (kataklysm))))) |ET|
2.5 |BT| (ROOT (S (NP (PRP (i)))(VP (VBP (think)))(NP (PRP (i)))(VP (VBD (leave)))(NP (PRP$ (my))(JJ (mobile)))(PP (IN (in)))(NP (NNS (cairn))))(S (ADVP (IN (at))(JJS (least)))(NP (PRP (i)))(VP (VBP (hope)))(NP (FW (i)))(VP (VBD (do)))(NP (NNP (s))))) |ET|
3.67 |BT| (ROOT (S (ADVP (RB (not))(RB (really)))(VP (VBG (play)))(NP (DT (the))(NN (game.just)))(VP (VBD (have)))(NP (DT (a))(JJ (special))(NN (request)))(PP (IN (in))))) |ET|
4.5 |BT| (ROOT (S (ADVP (RB (already)))(VP (VBD (get)))(NP (DT (a))(NN (lot)))(VP (VBN (accomplish)))(NP (NN (today))))(S (NP (PRP (i)))(VP (VBP (hope)))(NP (DT (the))(NN (rain)))(VP (VBZ (stop))))) |ET|
4.0 |BT| (ROOT (S (NP (VB (hmmm)))(VP (WP (what))(TO (to))(VB (do))))) |ET|
4.0 |BT| (ROOT (S (PP (IN (in)))(NP (VBP (love)))(PP (IN (with)))(NP (PRP$ (my))(NN (bundle)))(PP (IN (of)))(NP (NN (joy))))) |ET|
2.7 |BT| (ROOT (S (NP (PRP (it)))(VP (VBZ (make)))(NP (PRP (i)))(ADVP (RB (really)))(NP (JJ (sad))(CC (and))(JJ (angry)))(ADVP (WRB (when)))(NP (NNS (people)))(VP (VBP (decide))(TO (to))(VB (declaw)))(NP (PRP$ (they))(NNS (cat))))) |ET|
3.25 |BT| (ROOT (S (NP (DT (every))(NN (time)))(NP (PRP (i)))(VP (VBP (be)))(PP (RP (around)))(NP (PRP (i)))(VP (VBP (feel)))(NP (PRP (you)))(VP (VBG (beat)))(NP (NN (heart)))(VP (VBG (go)))(ADVP (JJ (mad)))(NP (WP (what)))(VP (VBZ (be)))(NP (PRP (it)))(PRT (RB (about))))) |ET|
3.33 |BT| (ROOT (S (NP (DT (this))(JJ (new))(NNS (year)))(VP (VBZ (suck))))(S (NP (VB (im)))(PP (IN (by)))(NP (PRP (myself)))(VP (VBG (babysit))(CC (and)))(NP (NN (nobody)))(VP (TO (to))(VB (be)))(PP (IN (with)))(NP (POS ('))(VBG (-lrb-))))) |ET|
1.83 |BT| (ROOT (S (VP (VBZ (be)))(ADJP (RP (off)))(PP (TO (to)))(NP (NN (bed))))(S (NP (DT (this))(NN (week)))(VP (VBZ (have))(VBN (go)))(ADVP (RB (far))(RB (too))(RB (fast))))) |ET|
4.25 |BT| (ROOT (S (NP (DT (a))(NN (lightning))(NN (bolt)))(VP (VBZ (generate)))(NP (NNS (temperature)))(NP (CD (five))(NNS (time))(RB (hotter)))(PP (IN (than)))(NP (DT (those)))(VP (VBN (find)))(PP (IN (at)))(NP (DT (the))(NN (sun)))(NP (POS ('s))(NN (surface))))) |ET|
2.4 |BT| (ROOT (S (VP (VBZ (be)))(NP (DT (a))(NN (intellectrical))))) |ET|
4.0 |BT| (ROOT (S (NP (JJ (-rrb-)))(NP (NN (today)))(VP (VBD (be)))(NP (NN (fun)))(NP (DT (the))(NN (baby))(NNS (scorp)))(VP (VBD (be)))(NP (JJ (wild))(SYM (:d))))) |ET|
4.25 |BT| (ROOT (S (VP (VBG (figure)))(PRT (RP (out)))(NP (NNS (thing)))(PP (IN (for)))(NP (DT (the))(CD (two))(NNS (piece)))(PP (IN (in)))(NP (DT (the))(UH (uh))(JJ (musical))(NN (theatre))(NN (showcase))))) |ET|
4.25 |BT| (ROOT (S (VP (VBZ (be)))(VP (VBG (have)))(NP (JJ (second))(NNS (thought)))(PP (IN (on)))(NP (NN (everything))))) |ET|
2.75 |BT| (ROOT (S (NP (CD (five))(NNS (hour)))(PP (IN (of)))(NP (NNP (paaaaaaaaiiiiiiin))))(S (NP (PRP (it)))(VP (MD (can))(RB (only))(VB (be))(VBN (cure)))(PP (IN (by)))(NP (JJR (more))(NNP (red))(NNP (vs))(NNP (blue))))) |ET|
3.58 |BT| (ROOT (S (VP (VB (take)))(NP (DT (every))(NN (moment)))(NP (PRP (you)))(VP (VBP (know)))(SBAR (IN (that)))(NP (PRP (you)))(VP (VBP (own)))(NP (NN (them.it)))(VP (VBZ (s)))(NP (DT (all)))(NP (PRP (you)))(VP (MD (can))(VB (do))(, (,))(VB (use)))(NP (WP (what)))(VP (VBZ (s))(VBN (be))(VBN (give)))(PP (TO (to)))(NP (VB (you.live)))(PP (IN (like)))(NP (PRP (you)))(VP (VBP (re))(VBG (die))(CC (and))(RB (never))(VB (stop))(VBG (try))))) |ET|
1.67 |BT| (ROOT (S (NP (PRP (it)))(VP (VBZ (be)))(NP (DT (a))(JJ (great))(NN (day)))(ADVP (WRB (when)))(NP (DT (both)))(NP (PRP (you)))(NP (NNS (cookie)))(VP (VBP (be))(VBG (get))(JJ (baked)))(ADJP (CD (<)))(LST (CD (3))))) |ET|
2.75 |BT| (ROOT (S (NP (NNP (brooklyn)))(PP (IN (for)))(NP (DT (the))(NN (weekend))))) |ET|
3.5 |BT| (ROOT (S (NP (NNS (vulture)))(VP (VBP (be))(VBG (wait)))(PP (IN (for)))(NP (NNS (what)))(VP (VBN (leave)))(PP (IN (of)))(NP (PRP (we))))(S (NP (WP (what)))(NP (PRP (they)))(VP (VB (take))))(S (NP (PRP (it)))(ADVP (DT (all)))(VP (VBZ (have)))(NP (DT (no))(NN (worth)))(SBAR (IN (if)))(NP (PRP (we)))(VP (VBP (lose)))(NP (PRP$ (we))(NN (trust))))) |ET|
5.0 |BT| (ROOT (S (NP (`` ("))(NNP (5150))('' (")))(VP (VBZ (be)))(PP (IN (in)))(NP (NN (progress))))(S (NP (NNP (stripes)))(VP (VBP (be))(TO (to))(VB (be))(VBN (paint)))(NP (NN (today)))(PP (IN (after)))(NP (NN (school))))) |ET|
3.75 |BT| (ROOT (S (NP (RB (just)))(VP (VBD (find)))(PRT (RP (out)))(SBAR (IN (that)))(NP (PRP (i)))(VP (VBP (have))(VBN (be))(VBD (lie)))(PP (TO (to)))(PP (IN (for)))(NP (IN (about))(CD (3))(NNS (week)))(ADVP (RB (now))))(S (NP (PRP (i)))(VP (VBP (be))(JJ (pissed)))(NP (PRP (i)))(VP (VBP (be))(VBG (go))(TO (to))(VB (take)))(NP (DT (some))(NN (action)))(ADVP (NN (tonight))))(S (NP (NN (nothing))(PRP (i)))(VP (MD (can))(RB (not))(VB (stand)))(ADVP (JJR (more)))(PP (IN (than)))(NP (DT (a))(NN (liar))))(S (NP (NNP (god)))(VP (VBP (please))(VB (show)))(NP (DT (this))(NN (person)))(NP (DT (some))(NN (truth)))(PP (IN (in)))(NP (PRP$ (they))(NN (life))))) |ET|
2.5 |BT| (ROOT (S (NP (DT (the))(JJ (new))(NNP (chanel))(NN (collection)))(VP (VBZ (be)))(ADJP (VBG (fuck))(JJ (awesome))))) |ET|
2.75 |BT| (ROOT (S (NP (EX (there)))(VP (VBP (be)))(NP (DT (no))(JJ (stupid))(NNS (question))))(S (NP (RB (just))(JJ (stupid))(NNS (people))))) |ET|
1.75 |BT| (ROOT (S (NP (PRP (you)))(VP (MD (can))(VB (be)))(NP (DT (the))(NN (apple))))(S (NP (PRP (i)))(VP (MD ('ll))(VB (be)))(NP (DT (the))(NN (pie))))) |ET|
4.75 |BT| (ROOT (S (NP (EX (there)))(VP (VBZ (be)))(NP (DT (a))(NNP (god))))(S (NP (PRP$ (my))(NN (lab))(NN (exam)))(NP (NN (today)))(PP (IN (in)))(NP (NNP (honors))(NNP (zoo)))(VP (VBG (be))(VBN (count)))(SBAR (IN (as)))(NP (JJ (extra))(NN (credit)))(VP (VBZ (be)))(NP (DT (the))(NN (proof))))) |ET|
4.25 |BT| (ROOT (S (NP (NNS (thanks)))(VP (VBN (ronald)))(NP (JJ (mcdonalds))(NNS (sport))(NN (program))(NNS (kid)))(VP (VBP (be)))(PP (IN (out)))(PP (IN (of)))(NP (DT (the))(NN (house)))(NP (DT (the))(JJ (whole))(NN (week))(JJ (yipeeee))))) |ET|
2.9 |BT| (ROOT (S (NP (NN (rearranging)))(PP (IN (of)))(NP (NNS (book)))(VP (JJ (complete))))(S (NP (PRP (i)))(ADVP (RB (really)))(VP (VBP (need)))(NP (DT (another))(NN (bookshelf)))(VP (-LRB- (-lrb-))(CC (or))(RB (maybe)))(NP (CD (five))(-RRB- (-rrb-))(NNP (<))(CD (3))(NNP (matthew))))) |ET|
2.75 |BT| (ROOT (S (NP (VB (put))(PRP$ (you))(NNS (hand)))(PP (IN (in)))(NP (DT (the))(NN (air)))(SBAR (IN (if)))(NP (VBZ (yous))(DT (a))(JJ (true))(NN (player))))) |ET|
3.1 |BT| (ROOT (S (NP (DT (this)))(VP (VBZ (be))(VBG (gon))(TO (na))(VB (be)))(ADJP (PDT (quite)))(NP (DT (the))(NN (weekend))))) |ET|
2.0 |BT| (ROOT (S (VP (VBZ (be)))(NP (JJ (glad))(NNP (raul))(NNP (sandoval))(NNP (jr)))(VP (VBZ (be))(VBG (come)))(ADVP (RB (home))(NN (tonight))))) |ET|
2.75 |BT| (ROOT (S (NP (`` ("))(WP (what)))(NP (PRP (we)))(VP (VBP (do)))(PP (IN (for)))(NP (PRP (ourselves)))(VP (VBZ (die)))(PP (IN (with)))(NP (PRP (we))))(S (NP (WP (what)))(NP (PRP (we)))(VP (VBP (do)))(PP (IN (for)))(NP (NNS (other)))(NP (DT (the))(NN (world)))(VP (VBZ (remain)))(VP (VBZ (be)))(ADJP (JJ (immortal))))(S (NP (NNP (albert))(NNP (pine))))) |ET|
2.5 |BT| (ROOT (S (NP (PRP (i)))(VP (MD ('ll))(VB (be)))(NP (CD (one))(JJ (tough))(NN (act)))(VP (TO (to))(VB (follow))))) |ET|
