1 |BT| (ROOT (S (VP (VBD (miss)))(NP (PRP$ (my))(NN (dad)))(PP (IN (as)))(ADJP (JJ (usual)))(PP (IN (on)))(NP (NNP (father)))(NP (POS ('s))(NN (day))))(S (VP (UH (please))(VB (respond)))(PP (IN (with)))(NP (DT (a))(NN (idea)))(PP (IN (for)))(NP (DT (a))(NN (location)))(NP (DT (a))(NN (day)))(PP (IN (of)))(NP (DT (the))(NN (week))))(S (NP (PRP (i)))(VP (VBP (have))(VBN (get)))(NP (NNS (suggestion)))(PP (IN (for)))(NP (NNP (orlando)))(NP (VBZ (be)))(NP (NNP (caprock))(NN (cafe)))(NP (NNP (mcgillicutty)))(NP (POS ('s)))(NP (NNP (cafe))(NNP (j)))(NP (NNP (la))(NNP (diosa))))(S (SBAR (IN (if)))(NP (PRP (you)))(VP (VBP (have)))(NP (DT (a))(JJ (favorite))(NN (watering))(NN (hole)))(VP (VB (please))(VB (let)))(NP (PRP (i)))(VP (VB (know))))(S (NP (PRP (i)))(VP (VBP (have))(VBN (be))(VBG (sew)))(PP (IN (for)))(NP (PRP$ (my))(NN (granddaughter.the))(NNS (piece)))(VP (VBP (be)))(ADJP (JJ (small)))(NP (PRP$ (my))(NNS (eye)))(VP (VBP (be)))(NP (NNP (bad))))) |ET|
1 |BT| (ROOT (S (NP (PRP$ (my))(JJ (little))(NN (angel)))(VP (VBZ (be)))(ADVP (RB (now)))(NP (CD (4))(NNS (month)))(ADJP (JJ (old))))(S (ADVP (WRB (how)))(NP (PRP (they)))(VP (VBP (grow)))(PRT (RP (up)))(ADJP (RB (too))(JJ (quick))))(S (ADVP (VBN (come))(IN (on)))(NP (PRP (it)))(VP (MD ('ll))(VB (give)))(NP (JJ (puppy)))(NP (NN (someone)))(ADJP (RB (else)))(VP (TO (to))(VB (play)))(PP (IN (with))))(S (NP (PRP (i)))(VP (VBP (have))(RB (already))(VBN (make)))(NP (DT (the))(NNS (donut)))(ADVP (RB (now)))(NP (PRP (it)))(VP (VBZ (be)))(NP (NN (time)))(VP (TO (to))(VB (walk)))(NP (DT (the))(NN (dog))))(S (NP (PRP (we)))(VP (MD (will))(VB (be)))(ADVP (RB (back)))(PP (IN (in)))(NP (NNP (nh)))(PP (IN (in)))(NP (IN (about))(CD (14))(NNS (hour))))) |ET|
1 |BT| (ROOT (S (VP (VBG (get)))(NP (DT (the))(NNS (kid)))(ADJP (JJ (ready)))(NP (CD (4))(NN (bed))))(S (NP (NNP (lovin))(NNP (life))(NNP (spending))(NNP (it))(NNP (w))(NNP (\))(NNP (fam)))(NP (PRP (i)))(VP (VBP (be)))(NP (NNP (so))(NNP (blessed))))(S (NP (TO (to))(NNP (all))(NNP (my))(NNPS (peeps)))(PP (IN (on)))(NP (RB (here))(NNP (hope))(NNP (u))(VBP (have))(DT (a))(NNP (happy)))(NP (DT (a))(NNP (safe))(CD (4th))))(S (NP (PRP (you)))(VP (MD ('ll))(VB (be))(VBN (surprise)))(PP (IN (at)))(NP (WP (what)))(NP (NNS (people)))(VP (VBP (remember)))(PP (IN (about)))(NP (PRP (you))))(S (NP (NNP (thi))))(S (NP (JJ (happy))(JJ (4th))(NNS (peep)))(VP (VBP (love)))(NP (VBN (u)))(NP (DT (all))))) |ET|
1 |BT| (ROOT (S (NP (PRP (i)))(VP (VBD (miss))(FW (dis)))(NP (FW (#)))(NP (PRP$ (my))(VBN (steal))(NN (fone))))(S (VP (VBD (have)))(NP (NN (drink))(VBN (soju)))(PP (IN (with)))(NP (PRP$ (my))(NN (si))))(S (VP (VB (thank)))(NP (PRP (you))(VB (po)))(VP (JJ (sa))(JJ (lahat))(NN (ng)))(NP (NN (naka))(NN (alalum))(NNS (:}))))(S (VP (VB (believe)))(NP (DT (those)))(NP (WP (who)))(VP (VBP (be))(VBG (seek)))(NP (DT (the))(NN (truth))))(S (NP (VB (doubt)))(NP (DT (those)))(NP (WP (who)))(VP (VB (find)))(NP (PRP (it))))(S (NP (NNP (andr))(NNP (gide))))) |ET|
1 |BT| (ROOT (S (INTJ (UH (okay)))(ADVP (RB (now)))(NP (DT (the))(NN (dog)))(VP (VBZ (be))(VBG (bug)))(PRT (RP (out))))(S (NP (NNP (lmao))(WP (what)))(VP (VBD (happen)))(PP (TO (to)))(NP (DT (the))(NN (stick))))(S (NP (VBD (ppl))(SYM (r))(JJ (usin))(NN (status))(NNS (update)))(VP (TO (to))(VB (rob)))(NP (NN (ppl)))(NP (POS ('s))(NNS (house))))(S (NP (DT (all))(PRP (it)))(VP (VBZ (cause)))(VP (VBZ (be)))(NP (NNS (problem))))(S (NP (NNP (dont))(VBP (start))(NN (none))(NN (wont)))(VP (VB (be)))(NP (NN (none))))(S (INTJ (UH (okay)))(NP (NNP (quentin)))(ADVP (RB (just)))(VP (VBD (start))(VBG (walk)))(NP (NN (yesterday))))) |ET|
1 |BT| (ROOT (S (NP (NNP (ezio))(NNP (auditore))(NNP (da))(NNP (firenze)))(ADVP (RB (now)))(NP (DT (that))(NN (name)))(VP (VBZ (be)))(ADJP (JJ (awesome))))(S (NP (PRP$ (its))(JJ (italian)))(NP (DT (a))(NN (lot)))(ADJP (JJR (better)))(PP (IN (than)))(NP (NN (altair)))(NP (`` ("))(NNS (cough))('' ("))(NN (hamlet))(VBZ (suck))))(S (NP (NN (cant))(VBP (wait)))(VP (TO (to))(VB (see)))(NP (NN (cynthium)))(ADVP (RB (again)))(NP (DT (this))(NNP (friday)))(NP (NNP (sunday)))(NP (RB (yayyyy))))(S (ADVP (RB (now)))(NP (FW (i)))(VP (VBP (have))(TO (to))(VB (pay)))(NP ($ ($))(CD (100)))(VP (TO (to))(VB (get)))(NP (PRP$ (my))(CD (360)))(VP (JJ (fixed)))(PP (JJ (isnt)))(NP (NN (life)))(ADJP (JJ (grand))))(S (NP (PRP (i)))(ADVP (RB (probably)))(VP (VBN (spell)))(NP (PRP (it)))(ADJP (JJ (wrong)))(INTJ (RB (ah)))(ADVP (RB (well))))) |ET|
1 |BT| (ROOT (S (NP (NNP (hmm)))(NP (PRP$ (its))(DT (a))(JJ (wonderful))(NN (life))('' (")))(VP (VBZ (be)))(PP (RP (on)))(PP (IN (at)))(NP (DT (the))(NNP (belmont))(NN (tommorow))))(S (ADVP (RB (maybe)))(NP (WDT (that)))(VP (MD (can))(VB (raise)))(NP (DT (some))(JJ (christmas))(NN (cheer)))(NP (-LRB- (-lrb-))(NN (something)))(VP (VBZ (have))(TO (to))(VB (work)))(NP (-RRB- (-rrb-))(NN (:}))))(S (NP (CD (3))(NN (cd)))(VP (VBZ (be)))(PP (IN (in)))(NP (DT (the))(NN (changer)))(NP (DT (a))(JJ (decent))(NN (book)))(VP (TO (to))(VB (read))))(S (VP (VB (be))(RB (nicely))(VBN (chill)))(PRT (RP (out)))(PP (IN (by)))(NP (DT (the))(NN (time)))(NP (PRP (i)))(VP (VB (turn)))(PRT (RP (out)))(NP (DT (the))(NNS (light)))(ADVP (NN (:}))))(S (NP (JJ (good))(NN (morning))))(S (NP (WP (what)))(NP (DT (a))(JJ (great))(NN (morning)))(NP (PRP (it)))(VP (VBZ (be))))) |ET|
1 |BT| (ROOT (S (VP (VBZ (be)))(ADJP (JJ (single))(CC (and))(JJ (ready)))(VP (TO (to))(VBP (mingle))))(S (NP (CD (one))(NN (benefit)))(PP (TO (to)))(NP (VBG (live)))(ADVP (RB (alone)))(VP (VBZ (be)))(NP (PRP (i)))(ADVP (RB (never)))(VP (VBP (need))(TO (to))(VB (put)))(PRT (IN (on)))(NP (NNS (clothes))(RB (:-p))))(S (ADVP (RB (finally)))(NP (DT (a))(JJ (half-way))(JJ (decent))(NN (day)))(VP (TO (to))(VB (take)))(NP (NN (boat))(VBP (ride))))(S (ADVP (RB (then)))(VP (VBG (make)))(NP (DT (some))(JJ (homemade))(JJ (blueberry))(NN (pie))(VBZ (:-}))))(S (NP (PRP$ (its)))(ADVP (RB (finally)))(VP (JJ (nice)))(PP (IN (on)))(NP (PRP$ (my))(NN (day)))(PP (IN (off))))) |ET|
1 |BT| (ROOT (S (NP (NNP (man)))(ADVP (NNP (da)))(NP (NNP (crick)))(VP (VBD (get))(VBN (pound)))(NP (JJ (last))(NN (night))))(S (NP (NNP (enough)))(PP (IN (of)))(VP (VBG (read)))(NP (DT (every))(NN (day)))(ADVP (WRB (how)))(NP (DT (the))(NNPS (pirates))(VBP (h.))(NNP (wpxi)))(NP (POS ('s))(NN (morning))(NN (news))(NN (e-mail)))(VP (VBZ (say)))(SBAR (IN (that)))(NP (NNP (kennywood)))(NP (POS ('s))(NN (kenny)))(NP (DT (the))(NNP (kangaroo)))(VP (VBZ (turn)))(NP (CD (35)))(NP (DT (this))(NN (year))))(S (NP (PRP (he)))(VP (VBD (do))(RB (not))(RB (even))(VB (exist)))(NP (DT (the))(JJ (last))(NN (time)))(NP (PRP (i)))(VP (VBD (be)))(PP (IN (at)))(NP (NNP (kennywood))))(S (NP (PRP (you)))(VP (VBD (have))(TO (to))(VB (be)))(ADJP (JJR (taller)))(SBAR (IN (than)))(NP (NNP (howdy-doody))(CC (or))(NNP (bazooka))(NNP (joe)))(VP (TO (to))(VB (ride)))(NP (DT (the))(NNS (ride))))) |ET|
1 |BT| (ROOT (S (NP (NNPS (friends)))(PP (IN (from)))(NP (DT (the))(NN (past)))(VP (VBP (be)))(NP (JJ (such))(NNS (treasure)))(PP (TO (to)))(NP (DT (the))(NN (heart))))(S (NP (DT (this)))(VP (VBZ (be)))(NP (DT (the))(NN (day)))(NP (DT (the))(NNP (lord)))(VP (VBZ (have))(VBN (make)))(VP (VB (let)))(NP (PRP (we)))(NP (VB (rejoice)))(VP (VB (be)))(ADJP (JJ (glad))))(S (NP (PRP (i)))(VP (VBP (love))(VBG (facebook.connecting)))(PP (IN (with)))(NP (RB (so))(JJ (many))(JJ (old))(JJ (friends.good))(JJ (people.great)))(VP (NNS (laugh))))(S (NP (WP (who)))(VP (VBD (do)))(NP (NNP (joe))(NNP (rocco)))(VP (VB (go)))(PP (TO (to)))(NP (DT (the))(JJ (senior))(NN (prom)))(PP (IN (with)))(NP (NNP (???))))(S (VP (UH (oh))(VB (please))(VB (make)))(NP (PRP (they)))(NP (JJ (good))(NNS (one)))(PP (IN (of)))(NP (NN (me.maureen)))(ADVP (RB (always)))(VP (VBZ (look)))(ADJP (JJ (good)))(PP (IN (in)))(NP (NNS (picture))))) |ET|
